ball_frame,ball_x,ball_y,ball_z,boost,handbrake,jump,pitch,roll,steer,throttle,x,y,yaw,z
119333,-1630.0299072265625,5196.98974609375,100.48999786376953,False,False,False,0.0,0.0,0.0,0.0,862.6300048828125,3578.27001953125,0.0,17.059999465942383
119335,-1630.0299072265625,5196.98974609375,100.48999786376953,False,False,False,0.0,0.0,0.0,0.0,862.6300048828125,3578.27001953125,0.0,17.059999465942383
119337,-1630.0299072265625,5196.98974609375,100.48999786376953,False,False,False,0.0,0.0,0.0,0.0,862.6300048828125,3578.27001953125,0.0,17.059999465942383
119339,-1630.0299072265625,5196.98974609375,100.48999786376953,False,False,False,0.0,0.0,0.0,0.0,862.6300048828125,3578.27001953125,0.0,17.059999465942383
119341,-1630.0299072265625,5196.98974609375,100.48999786376953,False,False,False,0.0,0.0,0.0,0.0,862.6300048828125,3578.27001953125,0.0,17.059999465942383
119343,-1630.0299072265625,5196.98974609375,100.48999786376953,False,False,False,0.0,0.0,0.0,0.0,862.6300048828125,3578.27001953125,0.0,17.059999465942383
119345,-1630.0299072265625,5196.98974609375,100.48999786376953,False,False,False,0.0,0.0,0.0,0.0,862.6300048828125,3578.27001953125,0.0,17.059999465942383
119347,-1630.0299072265625,5196.98974609375,100.48999786376953,False,False,False,0.0,0.0,0.0,0.0,862.6300048828125,3578.27001953125,0.0,17.059999465942383
119349,-1630.0299072265625,5196.98974609375,100.48999786376953,False,False,False,0.0,0.0,0.0,0.0,862.6300048828125,3578.27001953125,0.0,17.059999465942383
119351,-1630.0299072265625,5196.98974609375,100.48999786376953,False,False,False,0.0,0.0,0.0,0.0,862.6300048828125,3578.27001953125,0.0,17.059999465942383
119353,-1630.0299072265625,5196.98974609375,100.48999786376953,False,False,False,0.0,0.0,0.0,0.0,862.6300048828125,3578.27001953125,0.0,17.059999465942383
119355,-1630.0299072265625,5196.98974609375,100.48999786376953,False,False,False,0.0,0.0,0.0,0.0,862.6300048828125,3578.27001953125,0.0,17.059999465942383
119357,-1630.0299072265625,5196.98974609375,100.48999786376953,False,False,False,0.0,0.0,0.0,0.0,862.6300048828125,3578.27001953125,0.0,17.059999465942383
119359,-1630.0299072265625,5196.98974609375,100.48999786376953,False,False,False,0.0,0.0,0.0,0.0,862.6300048828125,3578.27001953125,0.0,17.059999465942383
119360,-1630.0299072265625,5196.98974609375,100.48999786376953,False,False,False,0.0,0.0,0.0,0.0,862.6300048828125,3578.27001953125,0.0,17.059999465942383
119362,-1630.0299072265625,5196.98974609375,100.48999786376953,False,False,False,0.0,0.0,0.0,0.0,862.6300048828125,3578.27001953125,0.0,17.059999465942383
119364,-1630.0299072265625,5196.98974609375,100.48999786376953,False,False,False,0.0,0.0,0.0,0.0,862.6300048828125,3578.27001953125,0.0,17.059999465942383
