ball_frame,ball_x,ball_y,ball_z,boost,handbrake,jump,pitch,roll,steer,throttle,x,y,yaw,z
30122,479.16998291015625,4881.10009765625,100.48999786376953,False,False,False,0.0,0.0,0.0,0.0,-244.27999877929688,3663.08984375,0.0,17.059999465942383
30124,479.16998291015625,4881.10009765625,100.48999786376953,False,False,False,0.0,0.0,0.0,0.0,-244.27999877929688,3663.08984375,0.0,17.059999465942383
30126,479.16998291015625,4881.10009765625,100.48999786376953,False,False,False,0.0,0.0,0.0,0.0,-244.27999877929688,3663.08984375,0.0,17.059999465942383
30128,479.16998291015625,4881.10009765625,100.48999786376953,False,False,False,0.0,0.0,0.0,0.0,-244.27999877929688,3663.08984375,0.0,17.059999465942383
30130,479.16998291015625,4881.10009765625,100.48999786376953,False,False,False,0.0,0.0,0.0,0.0,-244.27999877929688,3663.08984375,0.0,17.059999465942383
30132,479.16998291015625,4881.10009765625,100.48999786376953,False,False,False,0.0,0.0,0.0,0.0,-244.27999877929688,3663.08984375,0.0,17.059999465942383
30134,479.16998291015625,4881.10009765625,100.48999786376953,False,False,False,0.0,0.0,0.0,0.0,-244.27999877929688,3663.08984375,0.0,17.059999465942383
30136,479.16998291015625,4881.10009765625,100.48999786376953,False,False,False,0.0,0.0,0.0,0.0,-244.27999877929688,3663.08984375,0.0,17.059999465942383
30138,479.16998291015625,4881.10009765625,100.48999786376953,False,False,False,0.0,0.0,0.0,0.0,-244.27999877929688,3663.08984375,0.0,17.059999465942383
30139,479.16998291015625,4881.10009765625,100.48999786376953,False,False,False,0.0,0.0,0.0,0.0,-244.27999877929688,3663.08984375,0.0,17.059999465942383
30141,479.16998291015625,4881.10009765625,100.48999786376953,False,False,False,0.0,0.0,0.0,0.0,-244.27999877929688,3663.08984375,0.0,17.059999465942383
30143,479.16998291015625,4881.10009765625,100.48999786376953,False,False,False,0.0,0.0,0.0,0.0,-244.27999877929688,3663.08984375,0.0,17.059999465942383
30145,479.16998291015625,4881.10009765625,100.48999786376953,False,False,False,0.0,0.0,0.0,0.0,-244.27999877929688,3663.08984375,0.0,17.059999465942383
30147,479.16998291015625,4881.10009765625,100.48999786376953,False,False,False,0.0,0.0,0.0,0.0,-244.27999877929688,3663.08984375,0.0,17.059999465942383
30149,479.16998291015625,4881.10009765625,100.48999786376953,False,False,False,0.0,0.0,0.0,0.0,-244.27999877929688,3663.08984375,0.0,17.059999465942383
30151,479.16998291015625,4881.10009765625,100.48999786376953,False,False,False,0.0,0.0,0.0,0.0,-244.27999877929688,3663.08984375,0.0,17.059999465942383
30153,479.16998291015625,4881.10009765625,100.48999786376953,False,False,False,0.0,0.0,0.0,0.0,-244.27999877929688,3663.08984375,0.0,17.059999465942383
