ball_frame,ball_x,ball_y,ball_z,x,y,z
4410,-3318.7099609375,5589.2900390625,100.48999786376953,-517.3300170898438,3210.4599609375,17.059999465942383
4412,-3318.7099609375,5589.2900390625,100.48999786376953,-517.3300170898438,3210.4599609375,17.059999465942383
4414,-3301.909912109375,5584.10986328125,119.25999450683594,-517.3300170898438,3210.469970703125,17.059999465942383
4416,-3285.10986328125,5578.9296875,137.84999084472656,-517.3099975585938,3210.5,17.059999465942383
4418,-3268.329833984375,5573.75,156.239990234375,-517.2699584960938,3210.56982421875,17.059999465942383
4420,-3251.550048828125,5568.56982421875,174.4499969482422,-517.2099609375,3210.679931640625,17.059999465942383
4422,-3234.7900390625,5563.39990234375,192.45999145507812,-517.1199951171875,3210.829833984375,17.059999465942383
4424,-3218.030029296875,5558.23974609375,210.2899932861328,-517.010009765625,3211.030029296875,17.059999465942383
4426,-3201.280029296875,5553.080078125,227.92999267578125,-516.8599853515625,3211.2900390625,17.059999465942383
4428,-3184.5400390625,5547.919921875,245.37998962402344,-516.6699829101562,3211.60986328125,17.059999465942383
4429,-3176.169921875,5545.33984375,254.02999877929688,-516.5599975585938,3211.800048828125,17.059999465942383
4431,-3159.43994140625,5540.1796875,271.1999816894531,-516.2999877929688,3212.260009765625,17.059999465942383
4433,-3142.719970703125,5535.02001953125,288.16998291015625,-515.97998046875,3212.81982421875,17.059999465942383
4435,-3126.010009765625,5529.85986328125,304.9599914550781,-515.5999755859375,3213.469970703125,17.059999465942383
4437,-3109.309814453125,5524.69970703125,321.54998779296875,-515.1599731445312,3214.239990234375,17.059999465942383
4439,-3092.60986328125,5519.56005859375,337.9599914550781,-514.6400146484375,3215.1298828125,17.059999465942383
4441,-3075.929931640625,5514.419921875,354.17999267578125,-514.0499877929688,3216.159912109375,17.059999465942383
4443,-3059.25,5509.27978515625,370.2099914550781,-513.3699951171875,3217.33984375,17.059999465942383
4445,-3042.579833984375,5504.1396484375,386.04998779296875,-512.6099853515625,3218.659912109375,17.059999465942383
4447,-3025.919921875,5499.0,401.6999816894531,-511.7699890136719,3220.139892578125,17.059999465942383
4449,-3009.27001953125,5493.85986328125,417.1600036621094,-510.8299865722656,3221.780029296875,17.059999465942383
4451,-2992.6298828125,5488.7197265625,432.42999267578125,-509.80999755859375,3223.579833984375,17.059999465942383
4453,-2975.989990234375,5483.60009765625,447.5199890136719,-508.69000244140625,3225.5400390625,17.059999465942383
4455,-2959.369873046875,5478.47998046875,462.41998291015625,-507.489990234375,3227.639892578125,17.059999465942383
4457,-2942.75,5473.35986328125,477.1299743652344,-506.19000244140625,3229.89990234375,17.059999465942383
4458,-2934.449951171875,5470.7998046875,484.4100036621094,-505.5099792480469,3231.08984375,17.059999465942383
4460,-2917.849853515625,5465.6796875,498.8399963378906,-504.0899963378906,3233.58984375,17.059999465942383
4462,-2901.25,5460.56005859375,513.0800170898438,-502.5699768066406,3236.239990234375,17.059999465942383
4464,-2884.669921875,5455.43994140625,527.1300048828125,-500.9700012207031,3239.0400390625,17.059999465942383
4466,-2868.08984375,5450.31982421875,541.0,-499.28997802734375,3242.0,17.059999465942383
4468,-2851.52001953125,5445.2099609375,554.6699829101562,-497.5099792480469,3245.099853515625,17.059999465942383
4470,-2834.9599609375,5440.10986328125,568.1599731445312,-495.6499938964844,3248.349853515625,17.059999465942383
4472,-2818.409912109375,5435.009765625,581.4599609375,-493.7099914550781,3251.75,17.059999465942383
4474,-2801.869873046875,5429.90966796875,594.5700073242188,-491.69000244140625,3255.2900390625,17.059999465942383
4476,-2785.329833984375,5424.81005859375,607.5,-489.5899963378906,3258.97998046875,17.059999465942383
4478,-2768.81005859375,5419.7099609375,620.239990234375,-487.3899841308594,3262.809814453125,17.059999465942383
4480,-2752.2900390625,5414.60986328125,632.7899780273438,-485.1199951171875,3266.780029296875,17.059999465942383
4482,-2735.780029296875,5409.509765625,645.1599731445312,-482.7799987792969,3270.889892578125,17.059999465942383
4484,-2719.280029296875,5404.4296875,657.3399658203125,-480.3599853515625,3275.119873046875,17.059999465942383
4486,-2702.7900390625,5399.35009765625,669.3299560546875,-477.8599853515625,3279.47998046875,17.059999465942383
4488,-2686.31005859375,5394.27001953125,681.1400146484375,-475.29998779296875,3283.969970703125,17.059999465942383
4489,-2678.06982421875,5391.72998046875,686.969970703125,-473.989990234375,3286.260009765625,17.059999465942383
4491,-2661.599853515625,5386.64990234375,698.5,-471.3299865722656,3290.909912109375,17.059999465942383
4493,-2645.139892578125,5381.56982421875,709.8399658203125,-468.6199951171875,3295.64990234375,17.059999465942383
4495,-2628.679931640625,5376.48974609375,720.989990234375,-465.8599853515625,3300.469970703125,17.059999465942383
4497,-2612.239990234375,5371.40966796875,731.9599609375,-463.04998779296875,3305.369873046875,17.059999465942383
4499,-2595.800048828125,5366.35009765625,742.739990234375,-460.2099914550781,3310.329833984375,17.059999465942383
4501,-2579.3798828125,5361.2900390625,753.3299560546875,-457.3399963378906,3315.33984375,17.059999465942383
4503,-2562.9599609375,5356.22998046875,763.739990234375,-454.4499816894531,3320.389892578125,17.059999465942383
4505,-2546.550048828125,5351.169921875,773.9599609375,-451.53997802734375,3325.47998046875,17.059999465942383
4507,-2530.14990234375,5346.10986328125,783.989990234375,-448.6099853515625,3330.60986328125,17.059999465942383
4509,-2513.75,5341.0498046875,793.8399658203125,-445.6600036621094,3335.780029296875,17.059999465942383
4511,-2497.369873046875,5335.98974609375,803.5,-442.67999267578125,3340.989990234375,17.059999465942383
4513,-2480.989990234375,5330.94970703125,812.97998046875,-439.67999267578125,3346.239990234375,17.059999465942383
4515,-2464.619873046875,5325.90966796875,822.2699584960938,-436.6600036621094,3351.510009765625,17.059999465942383
4517,-2448.260009765625,5320.8701171875,831.3800048828125,-433.6199951171875,3356.81982421875,17.059999465942383
4518,-2440.079833984375,5318.35009765625,835.8599853515625,-432.0899963378906,3359.489990234375,17.059999465942383
4520,-2423.72998046875,5313.31005859375,844.6900024414062,-429.0099792480469,3364.85986328125,17.059999465942383
4522,-2407.389892578125,5308.27001953125,853.3299560546875,-425.9100036621094,3370.27001953125,17.059999465942383
4524,-2391.06005859375,5303.22998046875,861.7899780273438,-422.78997802734375,3375.719970703125,17.059999465942383
4526,-2374.739990234375,5298.18994140625,870.0599975585938,-419.6499938964844,3381.2099609375,17.059999465942383
4528,-2358.419921875,5293.169921875,878.1499633789062,-416.47998046875,3386.739990234375,17.059999465942383
4530,-2342.119873046875,5288.14990234375,886.0499877929688,-413.28997802734375,3392.309814453125,17.059999465942383
4532,-2325.820068359375,5283.1298828125,893.7699584960938,-410.0799865722656,3397.919921875,17.059999465942383
4534,-2309.530029296875,5278.10986328125,901.2999877929688,-406.8500061035156,3403.56982421875,17.059999465942383
4536,-2293.25,5273.08984375,908.6499633789062,-403.5899963378906,3409.260009765625,17.059999465942383
4538,-2276.969970703125,5268.06982421875,915.8200073242188,-400.30999755859375,3414.989990234375,17.059999465942383
4540,-2260.7099609375,5263.0498046875,922.7999877929688,-397.0,3420.780029296875,17.059999465942383
4542,-2244.449951171875,5258.02978515625,929.5999755859375,-393.66998291015625,3426.60986328125,17.059999465942383
4544,-2228.199951171875,5253.02978515625,936.2099609375,-390.3199768066406,3432.47998046875,17.059999465942383
4546,-2211.9599609375,5248.02978515625,942.6399536132812,-386.94000244140625,3438.389892578125,17.059999465942383
4548,-2195.72998046875,5243.02978515625,948.8899536132812,-383.53997802734375,3444.31982421875,17.059999465942383
4549,-2187.619873046875,5240.52978515625,951.9400024414062,-381.8399963378906,3447.2998046875,17.059999465942383
4551,-2171.39990234375,5235.52978515625,957.9099731445312,-378.44000244140625,3453.260009765625,17.059999465942383
4553,-2155.18994140625,5230.52978515625,963.699951171875,-375.0299987792969,3459.219970703125,17.059999465942383
4555,-2138.989990234375,5225.52978515625,969.2999877929688,-371.6099853515625,3465.18994140625,17.059999465942383
4557,-2122.7900390625,5220.52978515625,974.719970703125,-368.19000244140625,3471.169921875,17.059999465942383
4559,-2106.60986328125,5215.5498046875,979.949951171875,-364.7699890136719,3477.14990234375,17.059999465942383
4561,-2090.429931640625,5210.56982421875,985.0,-361.3399963378906,3483.14990234375,17.059999465942383
4563,-2074.260009765625,5205.58984375,989.8699951171875,-357.8999938964844,3489.159912109375,17.059999465942383
4565,-2058.099853515625,5200.60986328125,994.5599975585938,-354.4499816894531,3495.18994140625,17.059999465942383
4567,-2041.93994140625,5195.6298828125,999.0599975585938,-350.97998046875,3501.260009765625,17.059999465942383
4569,-2025.7999267578125,5190.64990234375,1003.3800048828125,-347.489990234375,3507.349853515625,17.059999465942383
4571,-2009.659912109375,5185.669921875,1007.5199584960938,-343.97998046875,3513.47998046875,17.059999465942383
4573,-1993.5399169921875,5180.68994140625,1011.469970703125,-340.4499816894531,3519.659912109375,17.059999465942383
4575,-1977.419921875,5175.72998046875,1015.239990234375,-336.8899841308594,3525.889892578125,17.059999465942383
4577,-1961.3099365234375,5170.77001953125,1018.8299560546875,-333.3399963378906,3532.18994140625,17.059999465942383
4578,-1953.260009765625,5168.2900390625,1020.5599975585938,-331.5799865722656,3535.369873046875,17.059999465942383
4580,-1937.159912109375,5163.330078125,1023.8699951171875,-328.1000061035156,3541.7900390625,17.059999465942383
4582,-1921.0699462890625,5158.3701171875,1027.0,-324.67999267578125,3548.2900390625,17.059999465942383
4584,-1904.989990234375,5153.40966796875,1029.949951171875,-321.32000732421875,3554.8798828125,17.059999465942383
4586,-1888.909912109375,5148.44970703125,1032.719970703125,-318.0299987792969,3561.559814453125,17.059999465942383
4588,-1872.8499755859375,5143.5,1035.3099365234375,-314.80999755859375,3568.31982421875,17.059999465942383
4590,-1856.7899169921875,5138.56005859375,1037.7099609375,-311.6499938964844,3575.14990234375,17.059999465942383
4592,-1840.739990234375,5133.6201171875,1039.929931640625,-308.54998779296875,3582.0498046875,17.059999465942383
4594,-1824.699951171875,5128.6796875,1041.969970703125,-305.5299987792969,3589.030029296875,17.059999465942383
4596,-1808.669921875,5123.73974609375,1043.8299560546875,-302.57000732421875,3596.06982421875,17.059999465942383
4598,-1792.64990234375,5118.7998046875,1045.510009765625,-299.69000244140625,3603.179931640625,17.059999465942383
4600,-1776.6300048828125,5113.85986328125,1047.010009765625,-296.8599853515625,3610.329833984375,17.059999465942383
4602,-1760.6300048828125,5108.919921875,1048.3199462890625,-294.05999755859375,3617.52001953125,17.059999465942383
4604,-1744.6300048828125,5104.0,1049.449951171875,-291.2599792480469,3624.72998046875,17.059999465942383
4606,-1728.6400146484375,5099.080078125,1050.4000244140625,-288.47998046875,3631.919921875,17.059999465942383
4608,-1712.659912109375,5094.15966796875,1051.169921875,-285.7599792480469,3638.969970703125,17.059999465942383
4609,-1704.669921875,5091.69970703125,1051.489990234375,-284.41998291015625,3642.449951171875,17.059999465942383
4611,-1688.699951171875,5086.77978515625,1051.989990234375,-281.79998779296875,3649.309814453125,17.059999465942383
4613,-1672.739990234375,5081.85986328125,1052.3099365234375,-279.25,3656.0400390625,17.059999465942383
4615,-1656.7799072265625,5076.93994140625,1052.449951171875,-276.7699890136719,3662.639892578125,17.059999465942383
4617,-1640.8399658203125,5072.02978515625,1052.4100341796875,-274.3500061035156,3669.10986328125,17.059999465942383
4619,-1624.9000244140625,5067.1298828125,1052.18994140625,-272.0099792480469,3675.43994140625,17.059999465942383
4621,-1608.97998046875,5062.22998046875,1051.7899169921875,-269.7599792480469,3681.64990234375,17.059999465942383
4623,-1593.0599365234375,5057.330078125,1051.2099609375,-267.6300048828125,3687.739990234375,17.059999465942383
4625,-1577.1500244140625,5052.4296875,1050.449951171875,-265.6099853515625,3693.7099609375,17.059999465942383
4627,-1561.25,5047.52978515625,1049.510009765625,-263.6999816894531,3699.559814453125,17.059999465942383
4629,-1545.3499755859375,5042.6298828125,1048.3900146484375,-261.9100036621094,3705.2900390625,17.059999465942383
4631,-1529.469970703125,5037.72998046875,1047.0899658203125,-260.2200012207031,3710.889892578125,17.059999465942383
4633,-1513.5899658203125,5032.83984375,1045.6099853515625,-258.6300048828125,3716.35986328125,17.059999465942383
4635,-1497.719970703125,5027.9599609375,1043.949951171875,-257.1399841308594,3721.7099609375,17.059999465942383
4637,-1481.8599853515625,5023.080078125,1042.1099853515625,-255.739990234375,3726.919921875,17.059999465942383
4638,-1473.929931640625,5020.6396484375,1041.1199951171875,-255.0699920654297,3729.47998046875,17.059999465942383
4640,-1458.0799560546875,5015.759765625,1039.010009765625,-253.80999755859375,3734.5,17.059999465942383
4642,-1442.239990234375,5010.8798828125,1036.719970703125,-252.64999389648438,3739.389892578125,17.059999465942383
4644,-1426.409912109375,5006.0,1034.25,-251.58999633789062,3744.139892578125,17.059999465942383
4646,-1410.5899658203125,5001.1201171875,1031.5999755859375,-250.59999084472656,3748.7998046875,17.059999465942383
4648,-1394.77001953125,4996.259765625,1028.77001953125,-249.6699981689453,3753.489990234375,17.059999465942383
4650,-1378.969970703125,4991.39990234375,1025.760009765625,-248.79998779296875,3758.199951171875,17.059999465942383
4652,-1363.169921875,4986.5400390625,1022.5700073242188,-247.95999145507812,3762.949951171875,17.059999465942383
4654,-1347.3800048828125,4981.6796875,1019.199951171875,-247.12998962402344,3767.739990234375,17.059999465942383
4656,-1331.5999755859375,4976.81982421875,1015.6599731445312,-246.30999755859375,3772.56982421875,17.059999465942383
4658,-1315.8199462890625,4971.9599609375,1011.9400024414062,-245.489990234375,3777.449951171875,17.059999465942383
4660,-1300.0599365234375,4967.10009765625,1008.0399780273438,-244.6699981689453,3782.389892578125,17.059999465942383
4662,-1284.2999267578125,4962.23974609375,1003.9599609375,-243.84999084472656,3787.419921875,17.059999465942383
4664,-1268.5499267578125,4957.39990234375,999.699951171875,-243.01998901367188,3792.56982421875,17.059999465942383
4666,-1252.8099365234375,4952.56005859375,995.2599487304688,-242.17999267578125,3797.869873046875,17.059999465942383
4668,-1237.0699462890625,4947.7197265625,990.6399536132812,-241.3300018310547,3803.35986328125,17.059999465942383
4669,-1229.2099609375,4945.2998046875,988.2699584960938,-240.89999389648438,3806.179931640625,17.059999465942383
4671,-1213.489990234375,4940.4599609375,983.3899536132812,-240.02999877929688,3811.969970703125,17.059999465942383
4673,-1197.77001953125,4935.6201171875,978.3299560546875,-239.14999389648438,3817.989990234375,17.059999465942383
4675,-1182.0699462890625,4930.77978515625,973.0899658203125,-238.26998901367188,3824.22998046875,17.059999465942383
4677,-1166.3699951171875,4925.93994140625,967.6699829101562,-237.37998962402344,3830.699951171875,17.059999465942383
4679,-1150.679931640625,4921.1201171875,962.0799560546875,-236.47999572753906,3837.39990234375,17.059999465942383
4681,-1135.0,4916.2998046875,956.3099975585938,-235.5800018310547,3844.31982421875,17.059999465942383
4683,-1119.3199462890625,4911.47998046875,950.3599853515625,-234.67999267578125,3851.47998046875,17.059999465942383
4685,-1103.6600341796875,4906.65966796875,944.239990234375,-233.77999877929688,3858.85986328125,17.059999465942383
4687,-1088.0,4901.83984375,937.9400024414062,-232.87998962402344,3866.4599609375,17.059999465942383
4689,-1072.3499755859375,4897.02001953125,931.4599609375,-231.97999572753906,3874.27001953125,17.059999465942383
4691,-1056.7099609375,4892.19970703125,924.7999877929688,-231.0800018310547,3882.27001953125,17.059999465942383
4693,-1041.0699462890625,4887.3896484375,917.969970703125,-230.17999267578125,3890.419921875,17.059999465942383
4695,-1025.449951171875,4882.58984375,910.9599609375,-229.26998901367188,3898.699951171875,17.059999465942383
4697,-1009.8299560546875,4877.7900390625,903.7699584960938,-228.34999084472656,3907.06982421875,17.059999465942383
4698,-1002.0199584960938,4875.3896484375,900.1099853515625,-227.88999938964844,3911.289794921875,17.059999465942383
4700,-986.4199829101562,4870.58984375,892.6599731445312,-226.9499969482422,3919.809814453125,17.059999465942383
4702,-970.8200073242188,4865.7900390625,885.0299682617188,-226.00999450683594,3928.429931640625,17.059999465942383
4704,-955.22998046875,4860.98974609375,877.219970703125,-225.0699920654297,3937.139892578125,17.059999465942383
4706,-939.6499633789062,4856.18994140625,869.239990234375,-224.12998962402344,3945.949951171875,17.059999465942383
4708,-924.0700073242188,4851.39990234375,861.0799560546875,-223.19000244140625,3954.85986328125,17.059999465942383
4710,-908.510009765625,4846.6201171875,852.739990234375,-222.25,3963.85986328125,17.059999465942383
4712,-892.949951171875,4841.83984375,844.22998046875,-221.29998779296875,3972.9599609375,17.059999465942383
4714,-877.3999633789062,4837.06005859375,835.5399780273438,-220.33999633789062,3982.14990234375,17.059999465942383
4716,-861.8599853515625,4832.27978515625,826.6799926757812,-219.37998962402344,3991.429931640625,17.059999465942383
4718,-846.3200073242188,4827.5,817.6399536132812,-218.4099884033203,4000.809814453125,17.059999465942383
4720,-830.7999877929688,4822.7197265625,808.4199829101562,-217.42999267578125,4010.289794921875,17.059999465942383
4722,-815.2799682617188,4817.94970703125,799.0299682617188,-216.44000244140625,4019.869873046875,17.059999465942383
4724,-799.7699584960938,4813.18994140625,789.4599609375,-215.44000244140625,4029.5498046875,17.059999465942383
4726,-784.2699584960938,4808.4296875,779.719970703125,-214.42999267578125,4039.33984375,17.059999465942383
4728,-768.7699584960938,4803.669921875,769.7999877929688,-213.4099884033203,4049.22998046875,17.059999465942383
4729,-761.0299682617188,4801.2900390625,764.7799682617188,-212.89999389648438,4054.219970703125,17.059999465942383
4731,-745.5499877929688,4796.52978515625,754.5999755859375,-211.86000061035156,4064.27001953125,17.059999465942383
4733,-730.0700073242188,4791.77001953125,744.239990234375,-210.8199920654297,4074.43994140625,17.059999465942383
4735,-714.6099853515625,4787.009765625,733.7099609375,-209.75999450683594,4084.7099609375,17.059999465942383
4737,-699.1499633789062,4782.259765625,723.010009765625,-208.69000244140625,4095.08984375,17.059999465942383
4739,-683.7000122070312,4777.52001953125,712.1300048828125,-207.61000061035156,4105.580078125,17.059999465942383
4741,-668.260009765625,4772.77978515625,701.0700073242188,-206.51998901367188,4116.169921875,17.059999465942383
4743,-652.8200073242188,4768.0400390625,689.8399658203125,-205.4199981689453,4126.8701171875,17.059999465942383
4745,-637.3999633789062,4763.2998046875,678.4400024414062,-204.30999755859375,4137.6796875,17.059999465942383
4747,-621.97998046875,4758.56005859375,666.8599853515625,-203.19000244140625,4148.60009765625,17.059999465942383
4749,-606.5700073242188,4753.81982421875,655.0999755859375,-202.0500030517578,4159.6298828125,17.059999465942383
4751,-591.1699829101562,4749.080078125,643.1699829101562,-200.9099884033203,4170.759765625,17.059999465942383
4753,-575.7699584960938,4744.35986328125,631.0700073242188,-199.75,4182.009765625,17.059999465942383
4755,-560.3900146484375,4739.64013671875,618.7899780273438,-198.5800018310547,4193.3798828125,17.059999465942383
4757,-545.010009765625,4734.919921875,606.3399658203125,-197.39999389648438,4204.85009765625,17.059999465942383
4758,-537.3200073242188,4732.56005859375,600.0499877929688,-196.80999755859375,4210.6298828125,17.059999465942383
4760,-521.9599609375,4727.83984375,587.3399658203125,-195.61000061035156,4222.27978515625,17.059999465942383
4762,-506.5999755859375,4723.1201171875,574.4599609375,-194.39999389648438,4234.0498046875,17.059999465942383
4764,-491.25,4718.39990234375,561.3999633789062,-193.17999267578125,4245.93994140625,17.059999465942383
4766,-475.9100036621094,4713.6796875,548.1599731445312,-191.94000244140625,4257.94970703125,17.059999465942383
4768,-460.5699768066406,4708.9697265625,534.75,-190.6999969482422,4270.080078125,17.059999465942383
4770,-445.25,4704.27001953125,521.1699829101562,-189.44000244140625,4282.330078125,17.059999465942383
4772,-429.92999267578125,4699.56982421875,507.4100036621094,-188.1699981689453,4294.69970703125,17.059999465942383
4774,-414.6199951171875,4694.8701171875,493.47998046875,-186.88999938964844,4307.2099609375,17.059999465942383
4776,-399.3199768066406,4690.169921875,479.3799743652344,-185.58999633789062,4319.83984375,17.059999465942383
4778,-384.0199890136719,4685.4697265625,465.0999755859375,-184.27999877929688,4332.60986328125,17.059999465942383
4780,-368.739990234375,4680.77001953125,450.6499938964844,-182.9199981689453,4345.5,17.059999465942383
4782,-353.4599914550781,4676.080078125,436.0299987792969,-181.5,4358.509765625,17.059999465942383
4784,-338.19000244140625,4671.39990234375,421.22998046875,-180.0399932861328,4371.64013671875,17.059999465942383
4786,-322.92999267578125,4666.7197265625,406.2599792480469,-178.5699920654297,4384.89013671875,17.059999465942383
4788,-307.66998291015625,4662.0400390625,391.1199951171875,-177.0800018310547,4398.22998046875,17.059999465942383
4789,-300.04998779296875,4659.69970703125,383.489990234375,-176.30999755859375,4404.9697265625,19.59000015258789
4791,-284.80999755859375,4655.02001953125,368.0899963378906,-174.75999450683594,4418.419921875,24.760000228881836
4793,-269.57000732421875,4650.33984375,352.5199890136719,-173.1999969482422,4431.72998046875,30.059999465942383
4795,-254.34999084472656,4645.65966796875,336.7799987792969,-171.63999938964844,4444.93994140625,35.52000045776367
4797,-239.12998962402344,4640.98974609375,320.8599853515625,-170.0800018310547,4458.15966796875,41.20000076293945
4799,-223.9199981689453,4636.330078125,304.7699890136719,-168.51998901367188,4471.3798828125,46.79999923706055
4801,-208.72000122070312,4631.669921875,288.5099792480469,-166.95999145507812,4484.60009765625,52.21999740600586
4803,-193.51998901367188,4627.009765625,272.07000732421875,-165.39999389648438,4497.81982421875,57.459999084472656
4805,-178.33999633789062,4622.35009765625,255.47000122070312,-163.83999633789062,4511.0400390625,62.52000045776367
4807,-163.16000366210938,4617.68994140625,238.6899871826172,-162.27999877929688,4524.259765625,67.4000015258789
4809,-147.989990234375,4613.02978515625,221.739990234375,-160.72000122070312,4537.47998046875,72.0999984741211
